Chromium f8675cbb337440a11bf9afb10ea11bae42bb92cb
WPT 790279663be2b1f314186c1863b7c60a07013f58
WPT 2a52656b20342f33b542a374e759ba5dca2f6d5c latency=1494.83333333
WPT cb7ba2b6f04c789d6393038fd835fbf601cad457 latency=1502.58333333
143/199 import 3a55a89c03ac447d470f1f0325f02899d6eb0d0f
WPT 9ed9e27da90ead276ff331a852c7afc11f9bb296 latency=426.633333333
144/199 import 0bccd9bbe1d82ed3b726b8ffcce4f53b055f1831
WPT 0c18c37de7b9a95c080c205389d74a3d661a1fd3 latency=425.3
WPT b0db1f1172b4d0ac6e91159c699a33a4dc9db22f latency=449.933333333
145/199 import aff089c191af56bfb227e541727c235b80ea9ba2
WPT f4cb3f7b78e9e65d999beb9bb19209f493b544d7 latency=423.9
WPT 87b14ec0032f3d5b1ed74f70891837ea9a2b430f latency=434.75
WPT 2f46c872532163354e69dc2e36f3b6cba11829df latency=459.416666667
WPT 7a05e4dd9aee527aae03b2bbd226c5ce31d5241d latency=466.533333333
146/199 import 3523c99aae756c48ac3cdf1139c57454cdb1711e
WPT b063cf48023263d81f4567a80c86c5aad4e220ed latency=291.033333333
WPT 7b43638561fdfc26c8b4437600119df5a77b0c9f latency=571.65
147/199 import e8f680da62be4633fabd19f06bd73672c3473ed3
WPT 0c6dee4b82a6185b8982f81e5d2432a56e5fd5a0 latency=311.383333333
148/199 import 973ea14af6e9914b69da2d0ff318120354cc270e
WPT 506ace067ca244c5720ed005733ae5ecb6c13328 latency=231.816666667
149/199 import 2f361056cc3f9240dc5844e31129541022ba2c88
WPT aba33c27b163c067ccdbd9bcd5ee4c4116d8b938 latency=255.7
WPT daf98a6b99d2654e095eb30a1e6abd70b31ef5ff latency=311.516666667
WPT 74d07bcb8ed5b12f535c952c9c682cc9138b1fbf latency=557.133333333
WPT 851aebb75d43995599e61c559c3977c638bfe42d latency=863.6
WPT 02dc0b09bf11747bffadad588602a469e5f7fc68 latency=869.583333333
WPT eeaa10a9374305b6cb2dd54d9374e3bb98702c2f latency=870.483333333
WPT f2c77206b287a02a515cd2dc97a8c3294e03bec4 latency=915.7
WPT ab95958792ef223ba612831c201531f325c7e5e5 latency=924.2
WPT e511e5e8af41a533ae787fcbf67f39f004b84e31 latency=3873.03333333
WPT fbe4ac7f9cd4730569fb27968d884b10754ebd64 latency=4406.45
WPT 65602b4159c8bf698afe0a51bc4545ab73dd9953 latency=4414.56666667
WPT 2352285b6933d6e9d804d4e755934b45ea267838 latency=4462.5
WPT bdb8b1b11266a5e961c8ea4f46dcaaacf2c0e5bb latency=4478.91666667
WPT 259876ea37e9b1c90adfd911797ab943c9ae3b59 latency=4534.88333333
WPT 51dfda0136fc6f391f440ad51d0053d27ceaa24d latency=4786.88333333
WPT 0743f8400c477bf005d97249cba17bdf7bae6dab latency=4786.88333333
WPT 93645658c9f59981075a2a5b145159cea5a3453c latency=6348.6
150/199 import 2324ada57d5a4561ab9a3abcafa43f4e637d75c0
151/199 import da94c9ee0aec494a05d455aab0a48746e022bb54
WPT 26c3982de252cf8534ef12cb74557e334028cf5e latency=163.066666667
152/199 import 90c212b22504c0774251d4300096fcd56f78d0bd
WPT 88f290de1d6561f27e7b1e4bde8ab21eadcd61d2 latency=256.733333333
WPT d734a79cfbaf370e6653624da910ed1c49688499 latency=271.666666667
WPT 0aefbf98b2bcd0e4b66e9367ec406e9ec201ffc6 latency=331.583333333
WPT 9b8a51200aa7c7348d3c98055e5a973f990ab3cd latency=340.883333333
153/199 import ebf2c7e52defa851cec0025877ec8f0e4a3909d7
WPT 82fc92e1238a7817021be04f7dc8426100e56e62 latency=249.65
WPT 810a8b830725ae793eeabcd93e5a28df0896655a latency=375.566666667
WPT 1d1b5aa3273334d755bf2479fecaadbc2286604a latency=431.616666667
WPT 450f5164a95ee5dad404e1ccd15dd4605a4ca710 latency=448.833333333
WPT cf65b42e38e286f953b35afbeceb0453d49e4d90 latency=723.933333333
154/199 import d4efc5e1bec1e48b561f07cabc01e6f951462c67
155/199 import f966a1043621c02af66740d0a21ef18321796e52
WPT e45b910077ecb2508e39fe23f5d3ef97f036124e latency=456.683333333
156/199 import 181bec44bc00b6f4c0392197e1fe756a5ddcb385
WPT b467fe0c0bc04377c304330c878f5c4097f8f879 latency=527.983333333
WPT 898bac21f7afcf8225dcf92bec9f92a259f14958 latency=801.116666667
WPT f634381cbc97d698c6341cc7e68c5fd89171ef0c latency=898.816666667
WPT 0b6cd4f692c485b89aef9fb16e22c92e0d6a6276 latency=2495.46666667
157/199 import 33dc1f25bb9a971967a8c74c10202133a38b9edb
WPT 8c9da1f36e6bde5cd7f618f332901b660732640f latency=321.333333333
WPT 1874e2b5e4f9a45922ad8103d4956796eab21790 latency=499.6
158/199 import a8807399c604a1d37a291d42d9219d878e69dc59
WPT 5bf4e4114aa504c7fc3159cee29a95e4a4998bcb latency=165.016666667
159/199 import daeb1fc0a126aa9b9137315ec04004555fec86b9
WPT d0127ff590e4e8ec43b496f3764f1f2184ec5c06 latency=270.116666667
WPT 2301b379d2a7370d7603ae22e275925e541ee5b6 latency=399.016666667
WPT 49ef6b9edbb9e69556ad5c41f619161dde589f7a latency=429.05
WPT 0f0b3c527a5a09f41ba5256f4f6ac92aa3a04923 latency=431.016666667
160/199 import 6b71532b68dd1f6d9a420fa15222d070a9911932
WPT 9eba97bb3197b52adefa2be1dfef03915af146cc latency=442.683333333
WPT 982e84958a82b13eafdfbe9d26280315ccc1f868 latency=489.866666667
WPT 99893ad85e2fbe917e0f5d1b3dbdadb7233601ee latency=525.583333333
WPT 8d5503e68100da5081c3e5bee9ebdf1e3c3dd27e latency=530.65
WPT 97df398ba2a2e31d9cd76f2d5326aabdb736191a latency=577.266666667
WPT 7f841f19edca5cc62ff135f9d4c43c633003b686 latency=638.366666667
WPT 122f8e17c48d802d081d9b66bf88d99cd339d7bb latency=750.9
WPT 2b6abec96b2276efc9511051fd3b3c351ca07622 latency=769.85
WPT 27c3a48ec641d9e5cc78829ceba753aa57e17ce3 latency=913.916666667
WPT 8c258a9c344a1dd39504599440b2d83b962fdf05 latency=988.9
WPT 2da2d51ae31556e349f2bc4c16f081cf516589fd latency=1342.6
WPT f4bae52443ff02a4dbdc2e06358b856f99addb9b latency=1351.06666667
WPT efb6b0d739b810e4b7ea2ce80ca35bad9ecae383 latency=1826.83333333
WPT ec5cd8cb686a91477c6ac8d2627b88b5fbd8a400 latency=1826.83333333
WPT c7678084d398777c49caba942cc2e11e676d16e6 latency=1880.68333333
WPT a574530634a7e3f1c4e4f0385ec8e32620468def latency=1916.73333333
161/199 import 316a988d3d59160945c2abff529db1f860ceac48
WPT de4146b8dcb286de0810e954a8f005a1daff31b5 latency=220.916666667
WPT 7a8040590fcb67353458aa27d261570c39002860 latency=267.266666667
WPT 673213788073554b8579f75bea6895a33c59ac20 latency=402.366666667
WPT f3627b9f799387fa9931e03dc939108c72102476 latency=445.983333333
WPT a9e62afb9936bac051651434b7a255dbc86ff149 latency=465.766666667
WPT 2d21c72c62098b77d965878676a81f8c9f5fd497 latency=466.833333333
WPT 804027ddbb27f966c3c7e8ad911c32f82de02f9b latency=488.333333333
WPT c2e0084e08d2376daf65eb1e7fb5b858eb22b2c1 latency=504.55
WPT 5cdb8767fb47ada5e94b2e58565e94828d72bb85 latency=512.983333333
WPT 2166578339e10d84ceed54189d48ac9a2a558219 latency=514.25
WPT 1c891f27ab15c9abb5574764b791c5eba18ff84e latency=526.983333333
WPT 0604deff2d3433c5d34bafdd67e68a6afa61d2fb latency=539.65
WPT f73481e31cf59d38c259559dfaf40a21685cdc1b latency=556.233333333
162/199 import 97f4df9a48dfbb646c547697fa5154794e34996e
WPT 0860fcb11e5ee325124eb15bb7db86eeb03b5833 latency=230.566666667
163/199 import 29de35be4500b49b6c23bcea7a88cded32c92470
WPT 8a491bf3081a8ac94ccc1d5db30306add5405e04 latency=272.8
WPT 64bfe4edf679f5c09230bc24b2b1816c1e53544a latency=386.016666667
WPT 05d5d1d17d79930bd4158389966da77d001ed094 latency=442.966666667
WPT 9730ed3c7169e5c793f684a2ae484e280fe5d9ea latency=445.033333333
WPT b0c75cd8857f9f9596a744fac65c3be5e526aede latency=1684.63333333
WPT 8e3db8c1503b8f35e97755522149de24cb89bfe7 latency=2191.9
164/199 import 905fec20d7144736017b8a0dc6803528d41c8037
WPT bbdac616bbfd9274ac4ca59c2bb3850e77c92214 latency=341.816666667
WPT f3325837dbd356facfeb94d187628726d95870ac latency=341.816666667
WPT e56b91faf9d79007b457698a70d9fbed64f35fd7 latency=341.816666667
WPT 987f2ce1de76aba4a04f3d35db08217a3672a426 latency=341.816666667
WPT ca97651046c6b7da6d11c13061e7eccdb995982c latency=462.1
WPT 1627aeae07083e2245c9d73552cef4d3e3dad6b0 latency=481.25
WPT ddf2705126cdccd1b8fbf1bbf71b267f2b271ec4 latency=491.083333333
WPT bd69131b92a0b2cbbf06ebc01afba3fa63bb17c4 latency=529.816666667
WPT 471d32ce2ef23e5792f4c4b31a4bf090cd3e7437 latency=529.816666667
WPT f06f744754f56021f8022e693347a92f4af16823 latency=529.816666667
WPT b3ba98a426b18ffb0bcf55e5c91aa7ff19b0f832 latency=529.816666667
WPT bd876c49448ea4f69b811c52ada7ab14169c0fc5 latency=529.816666667
WPT 7b2c320c11b3e1d937293797a9fb9f2d7e256e2b latency=731.016666667
WPT 97ed4e05d9481a4648b6f952e0c9edea59d16e4b latency=831.816666667
WPT ae404b8cd23322caa9b38de93cd24ff289d36799 latency=848.133333333
WPT ffb718b79e162194be795ce309ee5326fdd6bdee latency=857.033333333
WPT 03a4dabaea16f705c4b59a35af2e2dfe20295f0c latency=879.85
WPT 74000e0d2811b99e1034717706264799c412f31a latency=884.966666667
WPT 886bd5632cc5965c3bd2800890a6a26f2183ee05 latency=1102.35
WPT 6c6fa2496e81036ffd19326c4ab02081d67eec6a latency=1255.05
WPT ce6d80967c6bab360afe599d35e2dfade18525b5 latency=1338.31666667
WPT 3cc0d8989b9530f5fa9096ed03bac1e3ed5bf066 latency=1546.26666667
WPT b4c19793bb1531687813121cc63277c54bd84f05 latency=1807.76666667
WPT 789ebc3ca098947dcad3155f50e4773f9d9979d9 latency=2004.36666667
WPT 6a7fbaa49b03b2afc42f4d1f4d78e4f5a16179e0 latency=2029.3
WPT 2b6ba002f7c5fd081a92aaa28d78dee42bca661a latency=2036.96666667
WPT 81231fc743a0666c78701a58285cd038ada4fb64 latency=2036.96666667
WPT 3fa6c3248718a4423280b43e0c24e1c143861437 latency=2047.03333333
WPT 1e9314013884c283d0fa8cbb779d4ba764721cf9 latency=2061.6
WPT 80a1d1f05aba11669cc19cfcbe6618ce5da195fc latency=2066.71666667
WPT b17904b850f861420bd05d9f506b48ea577e3deb latency=2075.4
WPT de6331655eb9c63412cdfcceab2d1be8701bf70c latency=2142.65
WPT db8d76368e9017e4abba147d0bf2e7e13e9c06c9 latency=2150.05
WPT fef0a380f442c234af99a79ded69699413881e52 latency=2157.83333333
WPT 2ffd5823f4153e0d5be77359e4744d99cb7459e1 latency=2228.95
WPT 7049c6892d01dab3539d7e122081652e7fdf4a12 latency=2289.16666667
WPT 71ff8889a40c5fde790ff4b9c50085e112a12120 latency=2804.58333333
WPT 039e0544d2c92310ffa539323aef252f1aca7827 latency=2993.28333333
WPT 0d81b8ff5c94cf0a3922bb0ccf960f58fcd2ed8f latency=2994.1
WPT 411dcb13225bf6c79e3a6e5c34e1b0789f3c4150 latency=3002.7
WPT a316994b2d5da49d7f7630bcbfb5199644b99c37 latency=3061.16666667
WPT 66ea9f054b6f1f5697edcf9bd0490c2729d82226 latency=3103.58333333
WPT 441f76c558443979dabf00a12b7409d43584ce69 latency=3211.08333333
WPT 79fc0f5d50320fa8b327f0a2dea010058b217c94 latency=3311.36666667
WPT 7f6d19c2d339e9660421fecbb00d62000f1f96f4 latency=3311.36666667
WPT 06bbf9d696ec89952d16c083090562d8f07a7294 latency=3323.33333333
WPT 5dcbb269d8e0b28d31730233af7c60d12c356409 latency=3343.73333333
WPT 87a8264d82b19fb32e0598904d2cb37397862a40 latency=3357.61666667
WPT 530273179c79e25c186e016fb0f8fdb0076bb821 latency=3393.21666667
WPT 2a867071a4ab7de7f7138f949e9dce1cab29842c latency=3452.83333333
WPT 8e6b69031eac7e3361084403542a8d5a6400845f latency=12172.7666667
WPT 1e64e047ca9e368ca90b9f12c449250c88e0afc6 latency=12181.1666667
WPT 9c5236f953f577d0ef947ba7f5f5272b60b31ee4 latency=12187.5833333
165/199 import 27ce4bc4313f457cf65b9340ec007654ba09ed8f
WPT b54469d936d4a6b45b857a96bbafff1564882b7b latency=326.766666667
WPT 88661a96401cba6fd1971aedf2c694265d061e50 latency=399.033333333
WPT 2d9a6d617f2780e05a95a11a93c2d4b692dd2597 latency=420.083333333
WPT ed85e75d43285e3a896cdca9a174536d49200f55 latency=445.9
166/199 import eb2d49c2565909a218453ce4dfc35b7663322169
WPT b5129e92ce7d861c0d0c9245ac2fa5faca5c9dc3 latency=763.366666667
WPT 8f6f344e738c1d35f677b01541b6c8846defae5e latency=808.416666667
WPT b0355dc793b1adbcfd6d590a27b0f2b8a4dd33a2 latency=867.666666667
167/199 import 547c7d38d560eb5b9da59c05c7af4deb0d010f54
WPT 47e046faa34de27354ef83a0cd5e50e183714db6 latency=418.416666667
WPT b2249684bd52fad6951a1b1a7a91c3694d2659e1 latency=485.683333333
WPT eaff5e5100fbdb49ceb985c2553fd29389bb51cd latency=507.333333333
WPT 50f671ea480ce372812d2f80617ee1e44f2f1f9c latency=544.566666667
WPT a8fe3be237f84d0d7caaf83eb40d7bea58b70cf6 latency=619.166666667
WPT 8df364869c78927251e33d9d87e477da3dcd2890 latency=662.85
WPT 9cda1bbf04d0b2dcedadafc74597a25bc97c88c0 latency=699.6
WPT 47a878aa47576967a2e68c1ed6a81b86466cc94f latency=771.616666667
WPT 23967fccfdb490cb0b409ec06a1886ff8adb4ed8 latency=819.566666667
WPT 9512fb0bf877d2cb2a979c18c417437e5c86b344 latency=828.633333333
WPT cb90869af81f0cd7d184a44137c62ce73741b00e latency=1235.88333333
WPT 95ed6641f05b74a0118e68be8f9d89bf84b9d860 latency=8071.08333333
WPT 97505aa89f38ae6b2d0b4f01e375e32c04b1c481 latency=25708.8
168/199 import ab429ebed0caab87700b541ed1bb265d8cc01591
WPT f360fd1d03db29e2a5232ce033f42645c8e0cdcc latency=400.016666667
169/199 import 33879028995758a7de61888ab2ed02fa7154b6c1
WPT 5d76a34cd0ac8829922045549356650d3e6b0927 latency=218.516666667
WPT 945fba4b349cac1b9461e7a37523ca797909a006 latency=501.283333333
170/199 import f071a005cfe0a2ebc8c69f4952ce548b6bba3fc0
WPT 271f260db0e045f9285b633bd7a48ad8a20010d5 latency=240.816666667
WPT fed14eca94f6b0ee96a5efe9ef77c73cd05cba19 latency=257.833333333
WPT 9a892ea0495a987c829219ef5fc473cc1a195aaf latency=266.816666667
WPT e15db8dcc24f86eb05621299482d6106dca2b476 latency=271.116666667
WPT 14e6c9dbfd80e711ebee00be083a3eb6935df97b latency=281.933333333
WPT 085a9f15d3523138bb89bb92ee3b7f0cb78a838b latency=283.533333333
WPT d2e24440e59e070af218f13a138b2f158869c26d latency=428.866666667
WPT 1c8abbb8da5fad9dc4c6bfd06a01fb9b5b52cd18 latency=602.6
WPT 226987789cd29ea64da138c344f8f350a90f0be7 latency=603.666666667
WPT a41f45765d1ad81c40e4119511305862ab3a728d latency=607.583333333
WPT f1cad5eb5d2f27a0976a1e3b32a6e74d96e49125 latency=608.233333333
WPT d198d67803096e5252bd31735f57eb4db1c975a9 latency=3313.81666667
171/199 import 460f452a388aeef8f7227c16dec5be5c8a767f0a
WPT 7aca19aabb77282b8c5156e99ee60f896b8f459a latency=431.1
WPT 8fce5ee15419c99ba951c3bf9c11b4220815dc18 latency=686.7
WPT acad9e9d6632d77afafd6d7189dddc82e86c3539 latency=722.816666667
WPT 99fdce5855cc5a9b80ccb309b16b9e4d5ad209d0 latency=1281.26666667
WPT 07663a0ccc499c486eb09dcb5512621552bbba2c latency=1289.61666667
WPT 187d6bcf49516ce7338ab675fb6547e1b0cedb0c latency=1299.73333333
WPT 121fc3afce22321800cd9b1290abe9f24c2582db latency=1336.56666667
WPT b039c00a086291f97df9caa6b999e9d123c91b27 latency=1423.13333333
WPT 835ff672647b2529a3ea7744282528e52c2978ef latency=1423.38333333
WPT 613b96bc619e6dd0d7bb007fbc06132a6e039793 latency=1424.21666667
WPT f79846c8ada0de28c2993227df571e9b1961635c latency=1424.45
WPT 632a6be8449bc1b7eddb25d5a1ddfebb33a8c83d latency=1425.15
WPT 8a596d56ca2fc8e5dfaa5e2946438f1731fffa28 latency=1425.38333333
WPT ee937d0e17d9439068bb84cc8fd1747ae9956296 latency=1426.16666667
WPT 96ad042b47e26cdbf4f6681e8a4cd112ed8a3229 latency=1426.43333333
WPT e40c246db7d4f25696382cf6421f5c636b8a2c6e latency=1427.01666667
WPT 8f83be187591592e94a7d8d8e4a1376feaff83c8 latency=1427.31666667
WPT c6b409772334bc4318caf9ec4cfcbf66da569c8e latency=1428.21666667
WPT bf247787bed6c2f9d8874c85ac54c1dabdbcbe6b latency=1428.45
WPT 50c09a45c073638f90f6184cb4813b886f20b938 latency=1429.01666667
WPT bbad8e776f4a991bd0a9096b212f2fb13a2b716b latency=1429.33333333
WPT c4b6709017915d9610793a43e630e78c099ddd68 latency=1430.2
WPT 74b32c98970217eb191b24f15c9b0d47923fd47c latency=1430.43333333
WPT df19408fa97775426d15361ceb60b30b8af24743 latency=1431.35
WPT 10808d230b96452d80976e81e6e6d97980e256cd latency=1431.81666667
WPT 7d5d2b30a91285fa428433d42bfd85b25c6caad3 latency=1432.03333333
WPT dd14ec72452b7cc71f50064d29cae0fc3a642367 latency=1432.28333333
WPT 2b7126b9ae1842e7baccda5b6c4ff4a15ce2b517 latency=1432.5
WPT 4eac560717393dabe6b005b3fc9eb57f92b7147c latency=1432.61666667
WPT fcffb843f136367b91046449414b66cd2e9e3bcf latency=1432.61666667
WPT a47ee19b35811f9ba6b89d1694e8aebc4e82db97 latency=1432.73333333
WPT 34871fed9e13316dabe8f3c467005850b637b294 latency=1433.05
WPT 574b16f0be4388cbeb05f85f996bb9f371cf7a0c latency=1433.08333333
WPT f270991e5436c76d08ca48395a24e809a353afde latency=1433.08333333
WPT 03c55ad4350bb88ebae1a86507df1dce8e405946 latency=1433.08333333
WPT 05587dac6714bdbbf52baf44489b8a3a6ea62104 latency=1433.08333333
WPT 588189a036379efa0d60bb7a7135c0f117753305 latency=1433.08333333
WPT 8a65f52198523e95c087cce2d0ed38047cede167 latency=1433.08333333
WPT 725c6c973fd95afcfa09f5fe8cadeb62c8b8ff50 latency=1433.08333333
WPT 886dcdd450047705c61a501cc335c94622a4fdf3 latency=1433.08333333
WPT 0b7441e700914e7835bd471f285f8f6d13bd75f8 latency=1433.11666667
WPT 4f8b54fce24b8c129a09ad32a7f7c3e36a47fd04 latency=1433.11666667
WPT a6d9c305bb5b572a564d9e4d37f0f5cddde8945d latency=1433.11666667
WPT 38f2e99826fbaa5b6331ead8aebe974bcc7fa6b8 latency=1437.5
WPT ef0ecfa07189f8afd62f39456c40ddb6949bacbc latency=1437.5
WPT de486d2f3abe0390f4f65c71423e11155a1795f3 latency=1437.5
WPT cdfa7fa015178938fa176bf3dae670433108fa3a latency=1437.5
WPT 81e3bf92eeaecfcbb7c3cff13d3a0bcf9d2a9aa9 latency=1437.5
WPT b22edffc78381ad0d00058aa3d5d11a263bd0cc3 latency=1437.5
WPT cde5bea142b76e0eb325d5d7c50da6d99a378b6f latency=1437.51666667
WPT f760241949e8de9877ab34a67acc839eee31904e latency=1437.51666667
WPT 0c3c8253af277e482e6b2764406020ecbaf3f375 latency=1437.51666667
WPT b5a958e39d46472405c3cbccf9c894435339d32c latency=1437.53333333
WPT 316c94bd0c27cdc0fd79944a9efe254706293462 latency=1577.21666667
WPT 10673b99b21df830361df956c1143210783eaac8 latency=1799.55
WPT 93335ded1202608aeb6fb8d6751233eb89f18c14 latency=1931.73333333
WPT d523d51b7e4b0455e519780652d5e93840c383a9 latency=1973.93333333
WPT e51ec5d7b50a8c8904ef7c0facd2ead90ff1aef1 latency=2026.08333333
WPT 336689d4b1be52db7dd956785d3256cbbbdcc9f7 latency=2188.31666667
WPT 707082ed89cda6bd2105a293dd3ff65a0e47d862 latency=2212.78333333
WPT b554395c79e502eee8cab95266461e607fa1d8e4 latency=2697.75
172/199 import e93e90140d15cb7e93eecfa6da877e601284acbf
WPT a0768642b3d1ea2adaf96ae1e38f5c5b2e28bf0b latency=291.6
WPT 2a2199c491324241b52788361b7f187bc9080886 latency=436.583333333
WPT 524ab5c4fdc1bcf19fe1ff670b959068e7e7c233 latency=491.9
WPT cc1aa1bb8313e4484ce0b7df1141984bde92450c latency=526.2
WPT 5425dad48453a681d2739055238f434d01e9bc3c latency=580.816666667
WPT fa1d32da4340a4c4633ceff0d0a15515410570d9 latency=633.1
WPT f5e2d67b2a071398ca84e007023432cbf620a978 latency=1777.28333333
173/199 import 873308e4edb600ffd92096253f12e22f2759a05c
WPT 1458528900722bb0dfa0d20c089edeaa84b15b58 latency=286.333333333
WPT 8ac2404d543cd12c0ed2c556e6665d7cc333874c latency=349.05
WPT 0f95052d046e3a91d8084a1d22744ee5ccd1aac9 latency=511.833333333
WPT 6787db0eb15fa96b0d0cb90f26e21ab88b14be8a latency=608.283333333
WPT 087a795cc13a10623a9cbec3d52b380a94ff7b59 latency=661.066666667
WPT c5fd271b9a1bbb0e07591ea6b4cba3158496633e latency=939.85
WPT abe14b5c80bd59f188a6f115a7bf376262444548 latency=1256.6
WPT 5a764bbeda03da1b9993441795f62e65c14a3fdf latency=1437.9
WPT c867b9c6d192fd98d6cbe69298dddaf9b54ca7c1 latency=1505.9
WPT 1e8b87cee565ba83ffc27fd75fa305657326e60d latency=1611.75
WPT 75dfec690bbbe453012f512d84d819eef245443b latency=1623.08333333
174/199 import 85bfcc3e3a09df123d6b30dbc4ec3afed9161f49
WPT 9830c5a474a361e2ee71cd26d8d5f234d081545d latency=250.716666667
WPT 80d730f96012d96eb0072674d850863862bf9418 latency=282.516666667
WPT 7888612524866d2f2ecabe139fe4914044eee2e3 latency=324.316666667
WPT 1eddcfec553c75c8b8acf410bccb0d103cc23b78 latency=364.366666667
175/199 import ba4cfaccbc7f40401d21b9bf3e0c7282091d0481
WPT af610fabf05f1761321e41b031cc71ae9840bdc0 latency=661.416666667
WPT 6664646ba2571011f908219b047b40753ddf0ca2 latency=662.433333333
WPT 3e5e627bcae154b114633462d97731638f0deff6 latency=836.416666667
176/199 import f552ae48cd2725ebcb2b5811e74699e376b32bab
WPT 255d54144a82ce76d8e50a4aa8de284151119f8b latency=759.566666667
WPT f2450d73a83bf15c326860c571f1384446adef51 latency=767.7
WPT b6449efd01bcb98d3ac18fac59f305e2b9829aed latency=803.533333333
WPT 8beafa8583164cbae114063bc40a9ec405b7646b latency=835.116666667
WPT 9738f1d4ced1156d8b55dc663ae9c9cce0180cd0 latency=835.116666667
WPT f3fe576712a30cb96966a1a1ef23900303c787b8 latency=956.533333333
WPT d196683657d414ac4cd705bb932cfd86e5b3c7d6 latency=989.533333333
WPT 26347fefd2b53d8c271ed4fa05ff700db03c69e3 latency=1001.16666667
WPT 9a88e52b31700a7790686f313f051d535a949d15 latency=1188.41666667
WPT b752fe789b9382fefecaaf5b45ab01c599323769 latency=1256.0
WPT 0ad973f918c533d2474ebf6f8f8d18c3179fdf55 latency=1268.21666667
WPT 3c70b73e80df9dde05236b155e7b0e1114c4b558 latency=1500.1
WPT 222d14cc3f2e8f02bfa422016c2983ded911aa65 latency=1630.75
WPT e214f0146e17fa40ec427cfdeb21d493bbce7ebb latency=2008.16666667
WPT 9e810ae3b4f4b4c957181cb11e1c052635a20841 latency=5304.83333333
177/199 import d1641fbd576d55901cffc5a9262e21da2c23ab21
WPT d3783fa5cc7b358119d96eef8352a126ba14a4a1 latency=770.483333333
WPT 5a2cddc8022dea264f5ae17be88ce4c156696b74 latency=964.016666667
WPT e03018229afa2d629f5dab887c4f2f4b9c321b1e latency=965.683333333
WPT 3167ac26cb0fc9859651386794c69652a03a089b latency=1004.41666667
WPT fed6b56a93a4e9098290b048c46af59c2ca01743 latency=1024.45
178/199 import 79fa9971467a50e9c76a68bb33dd9025f910b21e
WPT 3ac130252a00e2593d7940c510b7ef7ba6d3e68c latency=303.366666667
WPT 26a86c272b2be65c59f139159016ed746a968c90 latency=361.65
WPT b62f80534fe0e3eab84cc306d4610dc2d105b792 latency=503.683333333
WPT 555c9bd074e6cb3ec96db11a9091d4a2d03c6879 latency=523.8
WPT 29e21837b88cc7f6d2afb74121eccec8602a23cf latency=552.9
WPT 74cf11150a29f714e8c119b076d8cf2c36a31ca3 latency=616.483333333
WPT 856f8d6ecc7aa210f9030ca800ec9a244097d93a latency=694.766666667
WPT 43e7ae79d6b5132107bd7688d443bf5c48a18a6f latency=731.966666667
WPT e0f80797b570f218bdc4f4478a27d234c1827b22 latency=734.983333333
WPT 446aa62bfbcf4e6cfb5afff1b2773a9bd7499f69 latency=734.983333333
WPT 0ff432c5d0acec034fcd80babc80ba81dc3acc24 latency=738.183333333
WPT 995451fd0457ad331c4a64cdae73056df393e923 latency=765.0
WPT fd56faf44634d6c78e36d20dbbbaaf98fe05fa0b latency=1060.11666667
WPT 654d2a947df71322736d115c80bfdd3c38ad7f44 latency=1159.25
WPT 3fe0735858d15e1c744990d51a4f3d96e486c4d1 latency=1310.4
WPT c8bf1bbe9296fda07846b140c74820b96765dd06 latency=1477.83333333
WPT f56d130bf56c1afe2661c7c986bb56366969f9a1 latency=1527.91666667
WPT b2f9c5913fa3994a23a759a06f17e619da57deb8 latency=1691.91666667
WPT e5a6567bceeb44349c1eaa77ce96869962e6eb52 latency=1691.91666667
WPT 99f333d0822e6788e200b8fae3cb758be99211ff latency=1775.15
WPT 1123dd0f732ee6c12bce83ba687379da59ead5dd latency=1806.36666667
WPT 23989d83bac8397c5d695a15bb636022c95eac4a latency=1815.63333333
WPT c79e8a07f268265af4ebb145dab233b4d50c5e23 latency=1900.13333333
WPT 083950886542c6a2fd856ec85bc94fbf25049c9e latency=1939.35
WPT de0a1e4f01b4b873e0f2a0ffc63a9ce52360da71 latency=2041.25
WPT 444f950c3ec4a74841b6a53069e9731952750e94 latency=2057.73333333
WPT 5a4677ea0e7c55990dd60168f4277e177c3cbda3 latency=2082.51666667
WPT 7034143c26bb8b28aaae7d7c8e8c9b81baee5ae7 latency=2101.6
WPT a2d14f40fa5d1a07d41696290aacf9d7fabb199d latency=2277.2
WPT cb10a7568d68e3bb15379150df20d9b2a55fd938 latency=2306.46666667
WPT 336b6b8461101358464866fb1e3d86a0cc91118d latency=2310.73333333
WPT 41282adda9516852c65934c65d8ac347e6552e14 latency=2376.08333333
WPT e533339fc97ce75dc35d0453d8967f297b7cd17a latency=2569.26666667
WPT 1d8258284a9b817d37e263ba9c8e06b94fb582e6 latency=2585.83333333
WPT 5c1f1432e96d16b39020dec882bb3e816e9b3e3f latency=2585.83333333
WPT 172fe9d52634f70dd2810c4a859acd1aa6dc365a latency=2585.83333333
WPT dfb218603dbb3f74fb7fc64b82de1fa85c05beec latency=2784.28333333
WPT 11a1b783ba2a839942f17627d11c1d3f01ca8c29 latency=2805.1
WPT 20ea217cfe11c17b5334b53196473070d78530ac latency=2811.45
WPT c0554ace67a18b2392a551f3b0e7e3b726552934 latency=3108.5
WPT 8b5316ad93c6c1238eea26a3d8052e32b34bbabd latency=3240.15
WPT 279ae2cb7eca8852cada2ee4dbeadb692cbc1f6d latency=3265.53333333
